FIPs,SummerMeanO3,O3Top10Mean
12086019800,26.5216790849673,58.57585
12086019900,26.5616078431373,58.80869
12086020300,26.5961967320261,58.93008
12086008308,26.6193294117647,58.98346
12086008208,26.6367581699346,59.21387
12086008309,26.6295183006536,59.14305
12086008209,26.6634535947712,59.33425
12086020200,26.6558418300654,58.9737
12086020000,26.6410862745098,58.88128
12086019700,26.6390934640523,58.75174
12086008202,26.751845751634,59.35442
12086008306,26.7320209150327,59.18663
12086008307,26.7313366013072,59.12401
12086020100,26.701454248366,58.93502
12086008207,26.7882699346405,59.4101
12086010198,26.7674359477124,58.94112
12086008304,26.8312483660131,59.21314
12086019500,26.8092169934641,59.06148
12086019300,26.8327235294118,59.122
12086008206,26.8812483660131,59.38671
12086008305,26.8774111111111,59.2322
12086008205,26.9249183006536,59.46306
12086019600,26.7884294117647,58.91093
12086019400,26.9070130718954,59.18544
12086980200,26.9277026143791,59.24468
12086008415,27.0112836601307,59.2985
12086008102,27.0310849673203,59.47223
12086008101,27.0559535947712,59.5105
12086008414,26.9976248366013,59.27291
12086008409,27.0285261437908,59.38934
12086010193,26.9998660130719,59.24474
12086018700,27.0485464052288,59.35727
12086018900,27.0733908496732,59.30078
12086019200,27.0741183006536,59.32201
12086018500,27.0728529411765,59.34724
12086018200,27.0096816993464,59.21332
12086018400,27.0628320261438,59.36138
12086018800,27.1151071895425,59.3743
12086008000,27.2352516339869,59.57687
12086007806,27.2387065359477,59.53576
12086008405,27.1908326797386,59.44606
12086007807,27.2267830065359,59.49967
12086008410,27.2034058823529,59.42619
12086008417,27.2139973856209,59.40609
12086018100,27.1583660130719,59.44222
12086018000,27.1151653594771,59.32165
12086018300,27.1765751633987,59.42771
12086018600,27.1813176470588,59.43291
12086011500,26.8046588235294,58.49044
12086019000,27.2080169934641,59.43346
12086019100,27.2241751633987,59.4408
12086007805,27.2468339869281,59.47105
12086007801,27.2877352941176,59.54729
12086008416,27.2554843137255,59.44066
12086004602,27.406014379085,59.46509
12086007804,27.3019666666667,59.53373
12086017600,27.2717679738562,59.5292
12086004608,27.4314973856209,59.45904
12086017700,27.2808071895425,59.57889
12086017300,27.3090307189542,59.58848
12086004607,27.4385751633987,59.41948
12086017900,27.2790901960784,59.51424
12086008412,27.3474,59.51938
12086017400,27.3290169934641,59.55407
12086008419,27.3647058823529,59.51954
12086008407,27.3768013071895,59.52005
12086017200,27.3698830065359,59.63465
12086017500,27.3341705882353,59.56026
12086017800,27.3436836601307,59.59325
12086007604,27.4032725490196,59.56877
12086007902,27.4169928104575,59.56526
12086007705,27.4015222222222,59.5321
12086004605,27.486114379085,59.425
12086008418,27.4118699346405,59.53047
12086007704,27.4285026143791,59.56109
12086980900,27.3537973856209,59.5518
12086015600,27.4628483660131,59.6561
12086016500,27.3964973856209,59.58244
12086016700,27.4544692810457,59.70367
12086016600,27.435645751634,59.6894
12086007901,27.4954830065359,59.55553
12086016800,27.4760418300654,59.74123
12086016900,27.4687163398693,59.71859
12086017100,27.483922875817,59.72054
12086017000,27.4811235294118,59.74259
12086015700,27.4959189542484,59.73496
12086008502,27.4964209150327,59.54392
12086008602,27.5111588235294,59.66976
12086007603,27.5205758169935,59.59574
12086007503,27.5597712418301,59.61434
12086008601,27.5774418300654,59.6773
12086007300,27.574037254902,59.55313
12086980300,27.5842594771242,59.64014
12086007605,27.5723934640523,59.6366
12086016300,27.5455823529412,59.79314
12086007606,27.5792326797386,59.61314
12086007702,27.5842006535948,59.61058
12086016400,27.5418633986928,59.73336
12086016100,27.5994130718954,59.91511
12086016000,27.622754248366,59.92099
12086015900,27.6271052287582,59.91019
12086015800,27.632254248366,59.9328
12086008701,27.6321320261438,59.81762
12086016200,27.5970516339869,59.86895
12086008501,27.6399836601307,59.65972
12086008702,27.6584300653595,59.81411
12086007601,27.6276078431373,59.61916
12086007200,27.637862745098,59.5842
12086007501,27.6520790849673,59.61846
12086980400,27.6524477124183,59.22373
12086007103,27.6566339869281,59.51855
12086007400,27.6632039215686,59.61025
12086007101,27.6774803921569,59.53231
12086006801,27.7005464052288,59.49616
12086007104,27.6998705882353,59.54853
12086015200,27.6900320261438,59.86016
12086015400,27.7854346405229,60.08691
12086015300,27.7565333333333,60.04226
12086015500,27.7782581699346,60.03521
12086007002,27.7259431372549,59.54978
12086006002,27.7522888888889,59.74833
12086008803,27.8061797385621,60.0087
12086008804,27.7909352941176,59.86396
12086008806,27.7838013071895,59.83902
12086008805,27.7748888888889,59.79835
12086007701,27.7687718954248,59.73406
12086006802,27.7346450980392,59.48765
12086006001,27.7713320261438,59.6617
12086006102,27.7852875816993,59.62368
12086006203,27.7798254901961,59.55697
12086007001,27.7785150326797,59.56492
12086006900,27.7788673202614,59.48426
12086006706,27.7578581699346,59.36944
12086015100,27.8060633986928,59.93735
12086008906,27.8855346405229,60.05323
12086005903,27.8529222222222,59.76983
12086005904,27.8493738562092,59.72003
12086015000,27.9170241830065,60.18686
12086014900,27.9322366013072,60.23268
12086014800,27.9363503267974,60.26971
12086014700,27.9271294117647,60.22764
12086006206,27.8286346405229,59.64348
12086014600,27.9269732026144,60.22431
12086008904,27.9307385620915,60.11972
12086006302,27.8347993464052,59.54228
12086006501,27.8190875816993,59.50901
12086006504,27.807814379085,59.4867
12086006503,27.8166359477124,59.45334
12086008902,27.9096594771242,59.93826
12086006705,27.7898366013072,59.34796
12086008901,27.895614379085,59.82755
12086006702,27.8079679738562,59.38312
12086008907,27.941968627451,60.04209
12086006714,27.8121862745098,59.29783
12086006101,27.8925712418301,59.65427
12086005902,27.9186692810458,59.79568
12086005901,27.9157758169935,59.79758
12086006201,27.8814431372549,59.62409
12086006205,27.8820849673203,59.62067
12086006601,27.847285620915,59.40588
12086006713,27.8292823529412,59.30308
12086006301,27.8875745098039,59.58278
12086006401,27.8815699346405,59.54939
12086006403,27.8574836601307,59.43577
12086006402,27.8655418300654,59.47433
12086006711,27.8299790849673,59.30955
12086009022,28.0244274509804,60.18281
12086004500,27.7547647058824,59.20447
12086009020,28.024154248366,60.10214
12086009021,28.0224477124183,60.18546
12086014500,28.0401673202614,60.257
12086009019,28.0153751633987,60.12354
12086006602,27.8555071895425,59.36847
12086009006,28.0042052287582,59.9765
12086005802,27.9682882352941,59.80969
12086005410,27.9054411764706,59.52371
12086006707,27.8536326797386,59.29544
12086005801,27.965585620915,59.76594
12086005304,27.9014307189542,59.52257
12086006709,27.8496751633987,59.33887
12086005600,27.9440045751634,59.65188
12086005502,27.9324745098039,59.60054
12086005407,27.9246176470588,59.5217
12086005302,27.8919594771242,59.43955
12086005409,27.9405026143791,59.50774
12086005303,27.9191647058824,59.48676
12086003705,27.8747921568627,59.33965
12086009015,28.0745718954248,60.1145
12086009017,28.0871235294118,60.18473
12086009029,28.0825869281046,60.16666
12086003602,27.9001901960784,59.3956
12086003703,27.8724137254902,59.34982
12086009014,28.0635287581699,59.96371
12086003704,27.8789450980392,59.35914
12086981000,27.844785620915,59.27306
12086005701,28.037139869281,59.83419
12086005704,28.0266509803922,59.73003
12086009026,28.0898529411765,60.05827
12086004902,28.0071065359477,59.66321
12086009023,28.1177150326797,60.20017
12086005501,27.9931869281046,59.60083
12086014300,28.1245098039216,60.32399
12086014400,28.1241836601307,60.27116
12086004405,27.8016130718954,59.25584
12086014200,28.1290738562091,60.31449
12086005403,27.9800843137255,59.53616
12086005405,27.9705248366013,59.55284
12086005406,27.963462745098,59.51798
12086009027,28.0923196078431,60.08289
12086003601,27.9235464052288,59.43246
12086005201,27.9428352941176,59.49126
12086005202,27.9405496732026,59.44507
12086004403,27.7948718954248,59.20844
12086009031,28.0942124183007,59.96087
12086004404,27.8025424836601,59.24156
12086003707,27.8948823529412,59.35777
12086003706,27.9107281045752,59.40365
12086004406,27.8179986928105,59.18011
12086009028,28.1306222222222,60.17333
12086009024,28.1361261437909,60.12126
12086009030,28.1145222222222,60.08356
12086005703,28.0617,59.80962
12086005103,28.0066496732026,59.57784
12086005002,28.0375908496732,59.54284
12086490100,28.0559150326797,59.70412
12086005102,28.0038745098039,59.51607
12086004301,27.8352738562091,59.20049
12086003702,27.9352065359477,59.43252
12086003400,27.9499921568627,59.41905
12086004303,27.8208261437908,59.22762
12086004304,27.8399333333333,59.19945
12086014100,28.1656156862745,60.25383
12086004102,27.8713294117647,59.25755
12086005104,28.0503346405229,59.55063
12086004901,28.1080888888889,59.73382
12086003001,27.9956699346405,59.48757
12086004205,27.8288960784314,59.20343
12086004203,27.8653346405229,59.23676
12086003004,28.0219130718954,59.49807
12086005001,28.0841418300654,59.61143
12086004204,27.8517235294118,59.18497
12086003003,28.0725745098039,59.5358
12086002703,27.9539679738562,59.3597
12086003100,28.0016764705882,59.44481
12086004206,27.8669241830065,59.23372
12086009010,28.2846470588235,60.24764
12086980500,28.2117562091503,59.96886
12086002702,28.0044490196078,59.39598
12086002402,28.1242633986928,59.58451
12086002900,28.0773954248366,59.53423
12086002800,28.0430647058824,59.46283
12086002706,28.0080882352941,59.39019
12086004106,27.9014810457516,59.21579
12086004105,27.8822803921569,59.18931
12086001703,28.2095052287582,59.76487
12086002501,28.1245483660131,59.52498
12086002403,28.189962745098,59.63067
12086002404,28.1722379084967,59.6253
12086002600,28.0812202614379,59.47823
12086004103,27.887022875817,59.20239
12086002502,28.1272777777778,59.53235
12086002705,28.0345660130719,59.41315
12086009100,28.3691183006536,60.13673
12086004702,28.3805071895425,60.12775
12086004703,28.3518823529412,60.08596
12086009039,28.4825777777778,60.43422
12086004000,27.9444307189542,59.23765
12086002300,28.1888326797386,59.56971
12086001602,28.3506692810458,59.99888
12086001803,28.2643111111111,59.74833
12086001702,28.2947810457516,59.82051
12086001802,28.2325424836601,59.62923
12086002202,28.1462954248366,59.51686
12086002201,28.111614379085,59.44727
12086002100,28.1016888888889,59.40016
12086001701,28.3563568627451,59.94842
12086009038,28.5401183006536,60.48089
12086001904,28.2223607843137,59.52286
12086009035,28.5199620915033,60.31425
12086009034,28.561008496732,60.38792
12086001603,28.4256483660131,60.10025
12086001606,28.4498901960784,60.19981
12086001605,28.459385620915,60.12184
12086001801,28.3083797385621,59.81112
12086004701,28.4928346405229,60.20235
12086003922,27.9689052287582,59.19835
12086001903,28.2846921568627,59.66116
12086002003,28.2021522875817,59.49439
12086002004,28.1758104575163,59.47684
12086003919,27.9959117647059,59.25427
12086000807,28.5173758169935,60.20785
12086009036,28.6380183006536,60.4837
12086001901,28.2840470588235,59.57508
12086001501,28.317362745098,59.71426
12086002001,28.2246660130719,59.49006
12086000804,28.5233745098039,60.26146
12086001502,28.3726562091503,59.81511
12086000805,28.4957640522876,60.12701
12086003906,28.0228254901961,59.23177
12086000808,28.5410581699346,60.2167
12086000712,28.5563797385621,60.28637
12086000903,28.4478797385621,60.03023
12086001302,28.2001058823529,59.43614
12086001401,28.2904869281046,59.53496
12086003921,28.0430189542484,59.23116
12086001004,28.3677901960784,59.76865
12086009043,28.7300660130719,60.55819
12086000710,28.6208320261438,60.3504
12086000806,28.5827941176471,60.21968
12086001402,28.2844980392157,59.51126
12086003917,28.1398241830065,59.30005
12086000711,28.6221810457516,60.27123
12086003918,28.1641941176471,59.35694
12086001301,28.2506843137255,59.46463
12086009047,28.7870901960784,60.59674
12086000605,28.5693274509804,60.16824
12086009044,28.8097535947712,60.66598
12086000709,28.6705130718954,60.35511
12086003914,28.0860797385621,59.25527
12086001003,28.475,59.91268
12086001006,28.3497764705882,59.60618
12086001002,28.4367869281046,59.79331
12086009046,28.8012104575163,60.61244
12086003915,28.1259967320261,59.28196
12086000608,28.6227934640523,60.23488
12086000902,28.5491588235294,60.11224
12086009040,28.778668627451,60.52765
12086000607,28.6533882352941,60.25457
12086003916,28.157485620915,59.31629
12086001005,28.4282209150327,59.73451
12086003913,28.1297058823529,59.27615
12086000706,28.7247679738562,60.36052
12086000707,28.7061032679739,60.28531
12086000705,28.7547019607843,60.32218
12086001104,28.3628869281046,59.51601
12086000708,28.7095581699346,60.29842
12086014000,28.8092091503268,60.46118
12086013700,28.7788019607843,60.42866
12086000604,28.6482267973856,60.20211
12086001103,28.4120954248366,59.58455
12086000901,28.6073006535948,60.0849
12086001206,28.3134045751634,59.4386
12086003911,28.1665673202614,59.25281
12086000408,28.4930477124183,59.79492
12086000603,28.7045130718954,60.27613
12086003912,28.1853,59.24676
12086003909,28.1548287581699,59.25489
12086009315,28.8094163398693,60.39317
12086013600,28.8238562091503,60.43355
12086001205,28.3806281045752,59.52399
12086013800,28.8444679738562,60.41605
12086000412,28.5994281045752,59.98419
12086000411,28.5326640522876,59.84532
12086013900,28.8676901960784,60.47391
12086009314,28.8239692810458,60.41535
12086001102,28.4707176470588,59.68292
12086009311,28.8202437908497,60.34851
12086000602,28.7582620915033,60.30977
12086000601,28.7296333333333,60.22696
12086009200,28.7899810457516,60.3161
12086003804,28.2332104575163,59.27501
12086013300,28.9158790849673,60.48089
12086001101,28.4862235294118,59.65118
12086000409,28.5549888888889,59.82839
12086013500,28.874462745098,60.45381
12086013400,28.8998633986928,60.4723
12086009309,28.8530751633987,60.38544
48061014100,28.5405764705882,51.04656
12086001203,28.404839869281,59.47919
12086003801,28.2813111111111,59.2896
48061013309,28.6081803921569,51.02923
12086001204,28.3748477124183,59.39997
12086000503,28.7221869281046,60.09311
48061013308,28.625185620915,50.96698
12086000410,28.6031908496732,59.88164
48061013307,28.6697411764706,50.98029
12086013200,28.9524424836601,60.48319
12086013000,28.9295633986928,60.49018
12086009308,28.8598437908497,60.32065
12086000505,28.8210254901961,60.30159
12086000404,28.6876888888889,60.04645
12086000219,28.4691758169935,59.55423
12086012600,28.9845137254902,60.48739
12086009306,28.9194176470588,60.41146
12086000306,28.5336535947712,59.64095
12086012900,28.9582235294118,60.39461
12086003803,28.3056379084967,59.28423
12086000124,28.445968627451,59.44877
12086000307,28.5933111111111,59.78304
12086000405,28.6496071895425,59.87197
12086000120,28.4060816993464,59.39445
12086013100,28.997662745098,60.52461
12086009307,28.8997908496732,60.3257
12086000308,28.573522875817,59.76799
48061013306,28.6329065359477,51.06244
48061014001,28.7458496732026,50.98215
12086000220,28.5007666666667,59.54926
48061013305,28.6280993464052,51.11768
48061013802,28.7177071895425,50.99503
48061013903,28.6774267973856,50.97255
12021010903,27.9210241830065,56.49303
48061013902,28.6998052287582,51.02868
12086000218,28.5514274509804,59.58186
12086000413,28.7126209150327,59.94525
12086009305,28.9831287581699,60.43401
12086980800,28.9060921568627,60.30276
12086012800,29.0392333333333,60.53933
48061014002,28.7781562091503,51.01821
12086000209,28.5045790849673,59.45928
48061980100,28.6184823529412,51.13801
48061013801,28.7417058823529,51.06865
12086000504,28.8542450980392,60.23564
12086000305,28.6072620915033,59.69544
12086000403,28.7962098039216,60.11664
48061014300,28.6642464052288,51.06242
48061013901,28.6856176470588,51.01164
12086012500,29.1122980392157,60.50412
12086000217,28.5641803921569,59.56885
12086000302,28.6762620915033,59.80062
48061013700,28.8093764705882,51.05574
48061013402,28.7220437908497,51.04596
12086000130,28.3891535947712,59.29086
12086000109,28.4609705882353,59.40405
48061012800,28.8338477124183,51.08402
12086012700,29.1232921568627,60.56313
12021011001,28.0204836601307,56.57213
48061013401,28.7469679738562,51.17375
12086009312,29.0292346405229,60.4298
12086000215,28.6266346405229,59.68021
48061013500,28.7755379084967,51.17797
12086000414,28.7851052287582,60.00741
12086009313,29.0664640522876,60.5226
48061013600,28.8137575163399,51.09117
12086000501,28.9559581699346,60.27947
12086000206,28.5640117647059,59.5175
12086000402,28.879191503268,60.11963
12086000301,28.6973026143791,59.80701
12086000216,28.6293437908497,59.62576
48061013303,28.6759594771242,51.1458
48061013205,28.6496810457516,51.15349
48061013204,28.6380529411765,51.19008
48061013206,28.6342496732026,51.2494
12086000107,28.4500196078431,59.30065
48061013106,28.7269503267974,51.05103
48061013004,28.8046784313725,51.05427
48061013207,28.6070359477124,51.24335
12086000214,28.639237254902,59.55569
12021011002,28.0291202614379,56.57749
12086000128,28.5327470588235,59.36979
12086000140,28.4721091503268,59.30303
12086010005,29.0646614379085,60.37657
12086000212,28.576345751634,59.43283
12086010006,29.0274575163399,60.34572
12086009400,28.9947941176471,60.29029
12086009504,28.8672843137255,60.05984
12086012100,29.1424705882353,60.52847
48061013203,28.6477359477124,51.18496
12086000118,28.4586189542484,59.25945
12086009503,28.9392947712418,60.23099
12086011600,29.1064261437908,60.48749
12086000125,28.4839045751634,59.2816
12086000204,28.7540437908497,59.81821
48061013102,28.6972202614379,51.18279
12086012200,29.1892405228758,60.52423
12086000127,28.5137797385621,59.33036
48061013003,28.8151294117647,51.16585
12086009501,28.8308300653595,59.9499
12086000213,28.7072111111111,59.66195
48061013104,28.7406882352941,51.20421
12086000202,28.6458993464052,59.49943
12086012000,29.1470901960784,60.46231
48061012900,28.8414274509804,51.18993
12086000126,28.4812555555556,59.24251
48061013002,28.7932803921569,51.15897
12086000211,28.5967359477124,59.4595
12086000132,28.5641516339869,59.37032
12086012400,29.2751843137255,60.49351
12086010013,29.1050006535948,60.39449
12021010902,27.7497803921569,56.18195
12086010010,29.0734039215686,60.32387
12086000129,28.5375444444444,59.31823
12021010904,27.9643954248366,56.56633
12086000123,28.4970274509804,59.22186
12086011700,29.1372516339869,60.49869
12086010011,29.0381738562092,60.28785
12086000131,28.5695679738562,59.344
48061012607,28.6493777777778,51.273
12086009705,28.6796058823529,59.52731
12086011900,29.2090411764706,60.61832
12086009600,28.7938274509804,59.81422
12086009905,28.9216503267974,60.01811
12086010016,29.1287830065359,60.41547
12086009903,28.9905614379085,60.1189
48061012608,28.7028359477124,51.21199
12086009706,28.7131790849673,59.59653
12086012300,29.2567320261438,60.58759
12086000113,28.5693117647059,59.35168
12086011800,29.1832647058824,60.54557
12086009906,28.8847183006536,59.90758
12086010009,29.128345751634,60.39
48061014500,28.7681052287582,51.24287
12086010012,29.0806862745098,60.3101
12086009704,28.6660032679739,59.47898
12086009808,28.8037411764706,59.7203
12086009806,28.7888274509804,59.65149
12086000121,28.5654124183007,59.25858
12086010015,29.1647496732026,60.43353
48061012504,28.8833065359477,51.22183
48061012613,28.8053130718954,51.19567
12021010905,27.9542169934641,56.51418
12086000119,28.5851,59.29496
12086009804,28.7522745098039,59.60352
12011110322,29.2463254901961,60.54056
12086000134,28.6332535947712,59.3677
12086000115,28.5557901960784,59.19537
12086000122,28.5865124183007,59.23308
12086009901,28.9431921568627,59.96929
12086009807,28.8552,59.75887
12086009904,29.0371176470588,60.15181
12086010001,29.1402699346405,60.35689
12086009703,28.6996111111111,59.48266
12086009803,28.7889450980392,59.62541
12086000133,28.6122196078431,59.28712
48061012700,28.6978843137255,52.15248
12011110321,29.2982836601307,60.55458
48061012609,28.7823026143791,51.24285
48061012612,28.8239450980392,51.22267
48061012507,28.9457581699346,51.25634
12011110323,29.1457006535948,60.33453
12011110402,29.0481745098039,60.1378
12011110502,28.9851692810458,59.94021
12011110325,29.4060692810458,60.55798
12011100600,28.8330862745098,59.64042
12011100502,28.7683248366013,59.47874
12011100802,28.8962274509804,59.78991
12011100300,28.6997339869281,59.35235
12011100104,28.5982444444444,59.15199
12011100801,28.9555718954248,59.84585
12011100103,28.6373241830065,59.23598
12011110324,29.3994973856209,60.39718
12011100105,28.6028026143791,59.17563
12011110343,29.3610444444444,60.56216
12011110501,29.0201653594771,59.95959
12011110342,29.2786431372549,60.48484
48061012508,29.012468627451,51.30751
12011110319,29.1970071895425,60.31272
12011110320,29.1453764705882,60.20213
12011110403,29.1069777777778,60.0979
12011110404,29.0681673202614,60.05553
12011100700,28.9059862745098,59.69342
12011100501,28.8339071895425,59.52118
12011100400,28.7655437908497,59.41156
48061014400,28.7882594771242,51.27686
12011100201,28.719714379085,59.30415
12011100202,28.6929320261438,59.2393
12011091500,29.013285620915,59.9049
12011100101,28.6580091503268,59.17309
12021011106,27.5064575163399,55.97369
12021011102,26.8163287581699,55.40441
12011090101,28.6419078431373,59.10902
12011110341,29.1770633986928,60.19335
12011110334,29.4265111111111,60.54824
12011110326,29.4834366013072,60.43817
12011091600,28.8741588235294,59.5201
12011110332,29.4596941176471,60.55066
12011110330,29.4744947712418,60.50636
12011110336,29.3466150326797,60.47033
12011110335,29.3869209150327,60.56664
12011091400,29.006768627451,59.82208
12011110337,29.2897614379085,60.4583
12011110340,29.2286470588235,60.30116
12011110100,29.0934790849673,60.01121
12011091801,28.7938790849673,59.351
12011091802,28.8103633986928,59.36658
12011091901,28.7249777777778,59.20217
12011092000,28.6932464052288,59.11911
12011091902,28.7647594771242,59.27774
12011091701,28.9649254901961,59.66653
12011091702,28.9022777777778,59.54583
12011110338,29.306408496732,60.42304
12011091202,29.0939091503268,59.93869
12011110312,29.2089588235294,60.246
12011091000,28.9303267973856,59.54045
12011090403,28.8070562091503,59.34655
12011110309,29.3775660130719,60.48952
12011110311,29.2695431372549,60.322
12011090301,28.7653483660131,59.21863
12011110313,29.1671078431373,60.11671
12011091100,29.0192320261438,59.74502
12011091300,29.1488973856209,60.09601
12011110339,29.3362039215686,60.38265
12011110328,29.4476124183007,60.53482
12011110333,29.5169620915033,60.51231
12011091201,29.1002562091503,59.93943
12011110302,29.528531372549,60.30623
12011110331,29.5274549019608,60.46063
12011110301,29.526960130719,60.24987
12011090900,28.9400653594771,59.53306
12011110303,29.538308496732,60.34814
12011090401,28.8595790849673,59.37091
12011090200,28.7307830065359,59.08817
12011110327,29.514322875817,60.56242
12011110307,29.3821594771242,60.41327
12011090404,28.8283078431373,59.28167
12011090302,28.7934960784314,59.1863
12011110308,29.2594352941176,60.20442
12011090700,29.1606777777778,60.03495
12011090801,29.0272006535948,59.74439
12011090802,28.933231372549,59.45154
12021011105,27.622291503268,56.12095
12011090601,29.1915503267974,60.0327
12011070405,29.4426718954248,60.42314
12011070501,29.3453862745098,60.30208
48061012506,28.9698300653595,51.37952
48061014200,28.6974052287582,51.90785
12011090602,29.154285620915,59.92381
12011070502,29.2428751633987,60.109
12011090504,29.0841594771242,59.72856
12011090503,29.0256,59.59195
12011090502,28.9471274509804,59.40475
12021010803,27.8605993464052,56.5487
12011080101,28.7904849673203,59.06782
12011080103,28.7852575163399,59.02765
12011080500,28.8641333333333,59.15944
48061012505,29.087691503268,51.4068
12011070314,29.5946790849673,60.21615
12011070315,29.632437254902,60.4869
12011070316,29.5840738562092,60.51364
12011080402,28.9690954248366,59.36735
12021011103,27.6246934640523,56.21157
12011070402,29.4113117647059,60.29352
12011070403,29.3516254901961,60.21511
12011070401,29.4869470588235,60.38651
12011070404,29.3038823529412,60.10804
12011070602,29.2319137254902,59.96541
12011070102,29.1401431372549,59.80159
48061012401,28.878491503268,51.46339
12011080403,29.0732745098039,59.565
12011080406,28.986768627451,59.32967
48061012304,29.0571339869281,53.48006
12011080102,28.8085366013072,58.91487
12011090102,28.7287986928105,58.80643
48061012102,29.3315843137255,51.58147
12011080405,28.9933921568627,59.29664
12011080200,28.8836039215686,59.0366
12011070601,29.2431385620915,59.89594
12011070313,29.663154248366,60.27502
48061012402,28.7529503267974,51.51792
12011070209,29.3849666666667,60.08332
12011070101,29.1740797385621,59.64396
12011070211,29.3205437908497,59.95447
12011110600,29.026185620915,59.24512
12011070306,29.6757431372549,60.41691
12011070204,29.273554248366,59.78521
12011070208,29.4803784313726,60.15055
12011070205,29.5350777777778,60.16526
12021010802,27.7280045751634,56.39082
12011043001,29.0853032679739,59.30646
48215022800,30.4803993464052,52.67426
48215021304,31.4204941176471,54.59191
48061011903,29.7736549019608,51.90165
12011043302,28.8635274509804,58.76467
12011070318,29.6561117647059,59.98256
12011070210,29.3624359477124,59.83611
12011043301,28.9213104575163,58.81532
48215021303,31.209960130719,54.07561
12011070207,29.4234843137255,59.95086
12011061100,29.1731568627451,59.43331
12011043100,29.0391418300654,59.111
12011070317,29.6366019607843,59.90893
12011042302,28.8293026143791,58.63046
12011043002,29.1061522875817,59.2617
12021010702,28.0532549019608,56.965
12011070312,29.6689150326797,59.99878
12011070305,29.6043967320261,60.13648
12011042200,28.7716699346405,58.44272
12021010801,27.8725150326797,56.67717
12011061001,29.2759862745098,59.65401
12011042301,28.8304006535948,58.52575
12011042700,28.9997875816993,58.88179
12011070311,29.6641470588235,59.96592
12011070304,29.6424777777778,60.0249
12011061002,29.4362823529412,59.79675
12011060801,29.2047869281046,59.33611
12011042400,28.8674862745098,58.55508
12011042800,29.0653254901961,59.03286
12011042900,29.138360130719,59.17893
12011070310,29.6596960784314,59.98193
12011060900,29.2940581699346,59.51904
12011042600,28.9521777777778,58.6633
12021010605,27.9814019607843,56.85573
12021010510,27.8921947712418,56.73108
48061012002,29.5332392156863,51.8579
12021000500,28.2548562091503,57.22106
48061012101,29.2166575163399,51.63506
48061011600,29.0566431372549,51.49946
12011070321,29.6660215686274,59.90997
12011042000,28.8258516339869,58.35637
12021010701,28.1162647058824,57.04647
12011041900,28.8836725490196,58.5413
12011042500,28.9296437908497,58.57418
12011070322,29.6690895424837,59.839
12011060122,29.605262745098,59.87357
12011060606,29.3522300653595,59.54249
12011042100,28.8176993464052,58.3256
48215022204,30.6499784313725,52.80456
12011041600,28.9810653594771,58.65832
12011060608,29.4640333333333,59.69724
12011070319,29.6665150326797,59.72779
48215021305,31.6010444444444,54.80326
