month,day,hour,WD,WS
1,22,18.0,310.0,2.1
1,22,20.0,300.0,1.5
1,22,21.0,320.0,4.6
1,22,23.0,330.0,6.2
1,23,1.0,330.0,5.7
1,23,2.0,330.0,4.1
1,23,4.0,300.0,1.5
1,23,6.0,320.0,4.1
1,23,7.0,310.0,4.6
1,23,9.0,340.0,5.7
1,23,10.0,330.0,3.6
1,23,12.0,320.0,2.1
1,23,15.0,320.0,2.6
1,23,21.0,360.0,3.1
1,23,23.0,340.0,1.5
1,24,19.0,160.0,3.6
1,25,10.0,320.0,2.1
1,25,11.0,330.0,3.1
1,25,14.0,330.0,2.6
1,25,15.0,340.0,3.1
1,25,16.0,320.0,4.1
1,25,17.0,330.0,2.6
1,25,19.0,310.0,4.1
1,25,20.0,300.0,4.6
1,25,21.0,340.0,3.6
1,25,23.0,320.0,3.6
1,26,1.0,320.0,3.1
1,26,4.0,310.0,2.1
1,26,5.0,320.0,3.6
1,26,10.0,330.0,2.6
1,26,13.0,320.0,2.1
1,26,15.0,330.0,5.1
1,26,16.0,330.0,5.1
1,26,18.0,330.0,3.6
1,26,19.0,310.0,3.6
1,26,20.0,320.0,3.6
1,26,22.0,330.0,3.6
1,26,23.0,330.0,2.1
1,27,1.0,320.0,1.5
1,27,3.0,320.0,1.5
1,27,4.0,310.0,2.1
1,27,5.0,310.0,1.5
1,27,6.0,320.0,2.1
1,27,17.0,330.0,4.6
1,27,18.0,310.0,4.1
1,27,20.0,330.0,7.2
1,27,21.0,330.0,7.2
1,27,22.0,310.0,5.1
1,27,23.0,330.0,3.6
1,28,12.0,290.0,1.5
1,28,15.0,310.0,3.1
1,28,16.0,320.0,3.6
1,28,17.0,350.0,3.6
1,28,21.0,330.0,4.6
1,28,22.0,320.0,4.6
1,28,23.0,280.0,3.6
1,29,15.0,320.0,4.1
1,29,16.0,310.0,3.6
1,29,17.0,320.0,5.7
1,29,18.0,320.0,3.6
1,29,19.0,330.0,5.1
1,29,20.0,290.0,3.6
1,29,21.0,340.0,4.6
1,29,22.0,330.0,6.2
1,29,23.0,340.0,2.6
1,30,18.0,260.0,3.1
1,30,20.0,260.0,3.6
2,1,4.0,240.0,2.6
2,1,19.0,210.0,3.6
2,1,21.0,200.0,2.6
2,2,1.0,120.0,1.5
2,2,6.0,80.0,1.5
2,2,14.0,90.0,3.6
2,2,20.0,40.0,3.6
2,3,16.0,80.0,1.5
2,4,5.0,130.0,1.5
2,4,6.0,130.0,2.6
2,4,13.0,120.0,2.1
2,4,14.0,120.0,2.6
2,4,15.0,140.0,2.6
2,4,16.0,130.0,3.1
2,4,18.0,150.0,3.1
2,4,20.0,140.0,2.6
2,5,6.0,340.0,1.5
2,6,2.0,130.0,2.1
2,6,3.0,130.0,3.1
2,6,5.0,110.0,1.5
2,6,7.0,120.0,1.5
2,6,16.0,240.0,4.1
2,6,18.0,210.0,3.6
2,6,19.0,220.0,4.1
2,6,22.0,200.0,4.6
2,7,1.0,210.0,3.6
2,7,5.0,210.0,4.6
2,7,6.0,240.0,3.6
2,7,9.0,200.0,4.6
2,7,10.0,270.0,3.6
2,7,17.0,270.0,3.6
2,7,18.0,250.0,3.6
2,7,19.0,260.0,3.6
2,7,20.0,270.0,3.6
2,8,16.0,250.0,1.5
2,8,19.0,330.0,4.1
2,8,20.0,310.0,6.7
2,8,21.0,320.0,5.7
2,8,22.0,330.0,6.7
2,8,23.0,330.0,3.6
2,9,1.0,320.0,2.1
2,9,3.0,340.0,3.1
2,9,4.0,340.0,2.1
2,9,9.0,140.0,2.1
2,9,11.0,260.0,1.5
2,9,13.0,310.0,1.5
2,9,17.0,130.0,2.6
2,9,19.0,40.0,1.5
2,9,20.0,90.0,2.1
2,9,23.0,100.0,1.5
2,10,1.0,130.0,2.1
2,10,2.0,150.0,2.6
2,10,3.0,110.0,1.5
2,10,4.0,110.0,1.5
2,10,8.0,60.0,1.5
2,10,12.0,30.0,1.5
2,10,17.0,230.0,2.6
2,10,18.0,210.0,5.7
2,10,19.0,210.0,3.6
2,10,21.0,240.0,4.6
2,10,22.0,230.0,5.7
2,10,23.0,230.0,4.1
2,11,2.0,220.0,3.6
2,11,7.0,210.0,1.5
2,11,10.0,260.0,3.6
2,11,13.0,240.0,4.1
2,11,21.0,230.0,3.6
2,12,7.0,250.0,4.1
2,12,15.0,300.0,2.1
2,13,12.0,100.0,2.6
2,13,15.0,110.0,3.1
2,13,16.0,100.0,2.6
2,13,21.0,100.0,2.6
2,14,3.0,140.0,2.1
2,14,4.0,120.0,2.1
2,14,23.0,330.0,2.1
2,15,3.0,300.0,1.5
2,15,5.0,310.0,1.5
2,15,7.0,310.0,1.5
2,15,10.0,320.0,2.1
2,15,12.0,300.0,2.1
2,15,13.0,320.0,2.6
2,15,14.0,320.0,2.6
2,15,15.0,330.0,3.1
2,15,17.0,330.0,3.1
2,15,18.0,320.0,4.1
2,15,19.0,320.0,3.6
2,15,20.0,330.0,4.1
2,15,23.0,340.0,3.1
2,16,5.0,300.0,1.5
2,17,17.0,230.0,3.6
2,17,19.0,250.0,4.1
2,18,18.0,150.0,2.1
2,18,19.0,130.0,2.6
2,19,16.0,130.0,1.5
2,19,17.0,140.0,1.5
2,19,19.0,120.0,2.1
2,19,20.0,130.0,1.5
2,19,21.0,140.0,3.1
2,19,22.0,120.0,4.1
2,19,23.0,130.0,3.1
2,20,3.0,100.0,1.5
2,20,6.0,40.0,1.5
2,20,8.0,140.0,3.6
2,20,9.0,150.0,3.1
2,20,10.0,150.0,3.1
2,20,11.0,150.0,5.1
2,20,13.0,140.0,3.6
2,20,15.0,170.0,1.5
2,20,23.0,200.0,2.6
2,21,16.0,320.0,1.5
2,21,20.0,320.0,1.5
2,22,2.0,320.0,1.5
2,22,4.0,320.0,1.5
2,22,19.0,150.0,4.6
2,22,20.0,150.0,3.1
2,22,22.0,160.0,3.6
2,22,23.0,150.0,3.1
2,23,1.0,130.0,1.5
2,23,2.0,130.0,2.1
2,23,3.0,140.0,2.1
2,23,12.0,30.0,1.5
2,23,22.0,130.0,3.1
2,24,1.0,160.0,3.6
2,24,2.0,180.0,4.6
2,24,3.0,170.0,4.1
2,24,16.0,320.0,3.1
2,24,18.0,290.0,3.6
2,24,20.0,330.0,3.1
2,24,21.0,320.0,4.6
2,24,22.0,320.0,3.6
2,24,23.0,320.0,4.1
2,25,2.0,320.0,3.6
2,25,3.0,320.0,4.6
2,25,4.0,320.0,5.7
2,25,5.0,340.0,4.1
2,25,6.0,320.0,5.1
2,25,7.0,330.0,3.6
2,25,8.0,320.0,4.6
2,25,9.0,330.0,4.6
2,25,10.0,320.0,4.1
2,25,11.0,330.0,2.6
2,25,13.0,320.0,3.1
2,25,14.0,330.0,4.6
2,25,15.0,330.0,4.1
2,25,17.0,350.0,3.6
2,25,18.0,30.0,2.6
2,25,21.0,290.0,2.6
2,25,22.0,330.0,2.6
2,25,23.0,320.0,1.5
2,26,15.0,140.0,3.1
2,26,16.0,140.0,5.7
2,26,17.0,140.0,4.1
2,26,18.0,160.0,4.1
2,26,19.0,160.0,4.1
2,26,20.0,150.0,4.6
2,27,3.0,170.0,2.1
2,27,4.0,140.0,1.5
2,27,5.0,130.0,2.1
2,27,13.0,350.0,1.5
2,27,16.0,130.0,2.1
2,27,17.0,130.0,2.6
2,27,18.0,150.0,3.6
2,27,19.0,140.0,2.6
2,27,20.0,110.0,2.6
2,27,22.0,120.0,2.6
2,27,23.0,130.0,4.1
2,28,17.0,230.0,4.6
2,28,19.0,230.0,3.6
2,28,20.0,220.0,4.6
2,28,21.0,210.0,4.1
2,28,23.0,240.0,4.1
3,1,2.0,190.0,4.1
3,1,3.0,210.0,3.6
3,1,4.0,230.0,4.6
3,1,7.0,210.0,4.6
3,1,8.0,220.0,5.7
3,1,10.0,270.0,2.6
3,1,12.0,330.0,5.1
3,1,13.0,320.0,4.6
3,1,15.0,330.0,6.7
3,1,16.0,330.0,4.6
3,1,17.0,340.0,4.6
3,1,18.0,330.0,4.6
3,1,19.0,320.0,5.7
3,1,20.0,330.0,4.6
3,1,21.0,330.0,5.7
3,1,22.0,340.0,4.1
3,1,23.0,330.0,4.1
3,2,18.0,330.0,3.1
3,2,23.0,340.0,2.6
3,3,21.0,140.0,3.1
3,3,22.0,150.0,2.6
3,3,23.0,160.0,3.6
3,4,3.0,120.0,1.5
3,4,4.0,130.0,2.1
3,4,5.0,160.0,3.1
3,4,16.0,180.0,4.6
3,4,17.0,190.0,4.6
3,4,19.0,190.0,4.6
3,4,20.0,180.0,4.6
3,4,21.0,190.0,3.6
3,5,2.0,230.0,1.5
3,5,17.0,140.0,2.6
3,5,18.0,140.0,2.1
3,5,20.0,140.0,2.6
3,5,21.0,170.0,4.1
3,5,23.0,140.0,4.6
3,6,1.0,150.0,2.6
3,6,3.0,130.0,2.1
3,6,4.0,130.0,4.6
3,6,5.0,140.0,3.1
3,6,12.0,180.0,4.1
3,6,15.0,200.0,3.6
3,6,18.0,180.0,4.6
3,6,19.0,190.0,3.6
3,6,22.0,190.0,4.1
3,6,23.0,200.0,3.6
3,7,5.0,190.0,4.1
3,7,6.0,190.0,3.6
3,7,8.0,220.0,4.6
3,7,12.0,330.0,1.5
3,7,13.0,320.0,2.1
3,7,14.0,310.0,2.1
3,7,15.0,330.0,2.6
3,7,16.0,330.0,3.1
3,7,17.0,340.0,3.1
3,7,19.0,320.0,4.6
3,7,20.0,350.0,5.1
3,7,21.0,320.0,5.7
3,7,22.0,340.0,3.6
3,7,23.0,320.0,3.6
3,8,19.0,160.0,3.6
3,8,20.0,140.0,5.1
3,8,21.0,140.0,4.6
3,8,23.0,160.0,2.6
3,9,18.0,290.0,2.6
3,10,14.0,70.0,3.6
3,10,18.0,120.0,3.6
3,10,19.0,110.0,4.1
3,11,1.0,100.0,1.5
3,11,2.0,130.0,3.6
3,11,3.0,120.0,2.6
3,11,4.0,120.0,3.1
3,11,5.0,100.0,1.5
3,11,10.0,120.0,2.6
3,11,17.0,100.0,3.1
3,11,18.0,100.0,3.6
3,12,3.0,90.0,2.6
3,12,21.0,80.0,2.6
3,13,1.0,120.0,1.5
3,13,4.0,110.0,1.5
3,13,14.0,330.0,1.5
3,13,15.0,340.0,1.5
3,13,18.0,320.0,3.1
3,13,20.0,340.0,5.7
3,13,21.0,330.0,4.1
3,13,22.0,340.0,4.1
3,13,23.0,320.0,5.7
3,14,1.0,340.0,5.1
3,14,2.0,320.0,3.1
3,14,3.0,340.0,2.6
3,14,4.0,350.0,2.6
3,14,6.0,330.0,2.1
3,14,12.0,320.0,1.5
3,14,13.0,300.0,1.5
3,14,15.0,350.0,2.1
3,15,6.0,60.0,1.5
3,15,15.0,100.0,2.6
3,15,21.0,10.0,2.1
3,15,23.0,170.0,2.6
3,16,1.0,140.0,2.6
3,16,2.0,140.0,1.5
3,16,3.0,120.0,1.5
3,16,4.0,140.0,3.1
3,16,5.0,130.0,2.6
3,16,7.0,120.0,2.1
3,16,8.0,110.0,2.1
3,16,10.0,150.0,2.1
3,16,12.0,130.0,1.5
3,16,13.0,150.0,3.1
3,16,14.0,130.0,2.1
3,16,15.0,150.0,2.6
3,16,16.0,140.0,3.1
3,16,18.0,130.0,1.5
3,16,20.0,160.0,2.1
3,16,21.0,140.0,3.6
3,16,22.0,150.0,2.6
3,16,23.0,140.0,3.1
3,17,1.0,110.0,1.5
3,17,3.0,120.0,3.1
3,17,7.0,200.0,3.1
3,17,12.0,180.0,3.6
3,17,16.0,190.0,2.1
3,17,18.0,220.0,3.6
3,18,11.0,200.0,1.5
3,18,19.0,180.0,1.5
3,19,19.0,220.0,3.6
3,20,13.0,200.0,2.1
3,20,16.0,240.0,4.1
3,20,19.0,250.0,3.6
3,21,18.0,230.0,2.6
3,21,20.0,200.0,3.6
3,21,21.0,210.0,4.1
3,22,6.0,90.0,4.6
3,22,14.0,80.0,2.6
3,22,15.0,110.0,3.6
3,22,19.0,90.0,2.6
3,23,1.0,110.0,2.6
3,23,2.0,110.0,2.1
3,23,3.0,110.0,2.6
3,23,4.0,90.0,1.5
3,23,5.0,110.0,1.5
3,23,6.0,100.0,1.5
3,23,15.0,110.0,2.6
3,23,17.0,120.0,2.1
3,23,18.0,150.0,4.1
3,23,20.0,150.0,5.1
3,23,21.0,170.0,4.1
3,23,22.0,230.0,3.6
3,24,2.0,160.0,3.6
3,24,3.0,160.0,4.1
3,24,6.0,200.0,4.1
3,24,8.0,190.0,4.1
3,24,9.0,200.0,4.6
3,24,15.0,170.0,4.1
3,24,16.0,150.0,5.1
3,24,17.0,180.0,3.6
3,24,18.0,160.0,3.6
3,24,19.0,180.0,5.1
3,24,20.0,180.0,7.2
3,24,21.0,170.0,4.6
3,24,22.0,150.0,4.1
3,24,23.0,150.0,3.1
3,25,6.0,90.0,1.5
3,25,18.0,280.0,3.6
3,25,19.0,230.0,4.1
3,25,23.0,340.0,1.5
3,26,4.0,350.0,1.5
3,26,20.0,160.0,2.1
3,26,23.0,150.0,2.6
3,27,1.0,110.0,1.5
3,27,2.0,110.0,1.5
3,27,4.0,160.0,3.6
3,27,5.0,190.0,3.6
3,27,8.0,130.0,2.1
3,27,10.0,130.0,3.1
3,27,11.0,350.0,1.5
3,27,12.0,160.0,3.6
3,27,16.0,240.0,2.6
3,27,18.0,240.0,4.1
3,27,20.0,320.0,3.6
3,27,21.0,350.0,4.6
3,27,22.0,340.0,3.1
3,27,23.0,310.0,3.6
3,28,1.0,330.0,2.6
3,28,4.0,300.0,1.5
3,28,16.0,50.0,2.1
3,28,20.0,130.0,2.6
3,28,21.0,140.0,3.6
3,28,22.0,120.0,3.6
3,28,23.0,130.0,3.6
3,29,1.0,110.0,1.5
3,29,3.0,100.0,3.6
3,29,4.0,100.0,2.6
3,29,5.0,110.0,3.1
3,29,6.0,100.0,2.1
3,29,7.0,120.0,3.1
3,29,8.0,110.0,2.1
3,29,9.0,110.0,2.6
3,29,11.0,110.0,1.5
3,29,12.0,140.0,4.6
3,29,13.0,150.0,4.1
3,29,15.0,130.0,4.1
3,29,16.0,150.0,5.7
3,29,17.0,170.0,5.1
3,29,18.0,160.0,4.1
3,29,19.0,160.0,4.1
3,29,20.0,170.0,5.7
3,29,21.0,200.0,3.6
3,29,22.0,220.0,3.6
3,30,10.0,310.0,4.1
3,30,17.0,250.0,3.6
3,30,18.0,290.0,4.1
3,30,19.0,280.0,4.1
3,31,5.0,310.0,1.5
3,31,6.0,330.0,2.1
3,31,7.0,350.0,2.6
3,31,15.0,150.0,1.5
3,31,16.0,90.0,1.5
3,31,19.0,50.0,1.5
3,31,22.0,70.0,2.6
4,1,13.0,110.0,1.5
4,1,21.0,130.0,4.1
4,1,22.0,110.0,3.6
4,1,23.0,90.0,3.1
4,2,2.0,100.0,1.5
4,2,10.0,110.0,1.5
4,2,17.0,90.0,2.1
4,2,19.0,90.0,1.5
4,2,21.0,90.0,2.6
4,2,22.0,100.0,4.1
4,3,2.0,110.0,1.5
4,3,3.0,110.0,1.5
4,3,6.0,130.0,1.5
4,3,15.0,280.0,4.6
4,3,16.0,260.0,4.6
4,3,17.0,240.0,4.1
4,4,16.0,140.0,2.6
4,4,17.0,130.0,4.1
4,4,18.0,150.0,4.1
4,4,22.0,190.0,5.7
4,5,2.0,170.0,3.6
4,5,4.0,290.0,3.1
4,5,6.0,120.0,1.5
4,5,7.0,120.0,2.6
4,5,12.0,280.0,4.6
4,5,13.0,290.0,3.1
4,5,15.0,290.0,4.1
4,5,16.0,280.0,5.7
4,5,17.0,290.0,5.7
4,5,18.0,290.0,5.7
4,5,20.0,310.0,4.6
4,5,22.0,310.0,4.6
4,5,23.0,320.0,4.1
4,6,4.0,310.0,2.6
4,6,7.0,310.0,3.1
4,6,8.0,320.0,2.1
4,6,13.0,280.0,1.5
4,6,17.0,340.0,5.1
4,6,18.0,340.0,3.6
4,6,19.0,310.0,3.6
4,6,20.0,330.0,4.1
4,6,21.0,320.0,6.2
4,6,22.0,320.0,5.1
4,6,23.0,320.0,3.6
4,7,1.0,320.0,1.5
4,7,2.0,300.0,1.5
4,7,4.0,300.0,1.5
4,7,5.0,310.0,1.5
4,7,16.0,160.0,2.6
4,7,17.0,50.0,1.5
4,7,18.0,210.0,2.1
4,8,12.0,130.0,2.1
4,8,18.0,240.0,4.1
4,8,21.0,200.0,3.6
4,9,2.0,170.0,2.1
4,9,3.0,200.0,3.6
4,9,5.0,180.0,3.6
4,9,6.0,210.0,4.1
4,9,10.0,220.0,3.6
4,9,20.0,200.0,3.6
4,9,21.0,190.0,3.6
4,10,17.0,230.0,2.6
4,10,19.0,190.0,2.6
4,11,17.0,140.0,3.1
4,11,18.0,100.0,2.1
4,11,22.0,100.0,2.6
4,12,1.0,90.0,1.5
4,12,3.0,110.0,1.5
4,12,16.0,130.0,2.6
4,12,19.0,140.0,4.6
4,12,20.0,140.0,4.1
4,12,21.0,150.0,3.6
4,12,22.0,130.0,3.6
4,12,23.0,150.0,4.1
4,13,2.0,140.0,1.5
4,13,21.0,160.0,3.1
4,14,17.0,200.0,3.1
4,14,20.0,150.0,2.6
4,15,6.0,180.0,2.1
4,15,16.0,190.0,3.6
4,15,20.0,150.0,3.6
4,15,21.0,170.0,3.6
4,16,11.0,230.0,1.5
4,16,18.0,330.0,2.1
4,16,19.0,200.0,3.6
4,16,20.0,180.0,3.6
4,16,23.0,210.0,2.6
4,17,8.0,140.0,1.5
4,17,11.0,320.0,2.6
4,17,12.0,280.0,1.5
4,17,16.0,320.0,2.6
4,17,23.0,120.0,1.5
4,18,16.0,30.0,1.5
4,18,22.0,120.0,2.1
4,19,16.0,180.0,3.6
4,19,22.0,160.0,4.6
4,20,6.0,190.0,2.1
4,20,21.0,270.0,3.1
4,21,18.0,120.0,2.1
4,21,19.0,90.0,3.1
4,22,1.0,130.0,1.5
4,22,2.0,110.0,1.5
4,22,3.0,140.0,2.1
4,22,7.0,120.0,1.5
4,22,16.0,330.0,3.6
4,22,17.0,300.0,3.1
4,22,19.0,330.0,4.1
4,22,21.0,320.0,5.7
4,22,22.0,320.0,3.6
4,22,23.0,330.0,3.6
4,23,1.0,310.0,2.6
4,23,7.0,330.0,1.5
4,23,8.0,330.0,1.5
4,23,13.0,320.0,2.1
4,23,14.0,330.0,3.1
4,23,16.0,340.0,2.1
4,23,23.0,340.0,4.1
4,24,1.0,300.0,1.5
4,24,16.0,120.0,1.5
4,24,17.0,120.0,2.1
4,24,23.0,180.0,1.5
4,25,7.0,180.0,2.6
4,25,16.0,140.0,3.6
4,25,17.0,220.0,4.1
4,25,18.0,170.0,4.1
4,25,19.0,170.0,4.1
4,25,20.0,220.0,4.1
4,25,21.0,220.0,3.6
4,26,2.0,170.0,3.6
4,26,3.0,150.0,3.6
4,26,5.0,170.0,4.1
4,26,11.0,120.0,1.5
4,26,12.0,130.0,2.6
4,26,17.0,160.0,2.6
4,26,20.0,140.0,1.5
4,26,21.0,320.0,3.1
4,26,22.0,310.0,2.6
4,26,23.0,310.0,3.1
4,27,1.0,310.0,3.6
4,27,2.0,320.0,3.1
4,27,3.0,320.0,5.1
4,27,4.0,320.0,4.6
4,27,15.0,140.0,1.5
4,27,21.0,140.0,3.1
4,27,23.0,170.0,3.6
4,28,1.0,130.0,1.5
4,28,3.0,50.0,2.1
4,28,5.0,120.0,1.5
4,28,6.0,110.0,1.5
4,28,13.0,120.0,1.5
4,28,16.0,80.0,1.5
4,28,18.0,200.0,3.6
4,28,19.0,200.0,4.1
4,29,3.0,140.0,3.6
4,29,4.0,150.0,4.1
4,29,11.0,170.0,2.6
4,29,14.0,190.0,4.6
4,29,15.0,160.0,5.7
4,29,16.0,160.0,4.6
4,29,17.0,150.0,5.1
4,29,19.0,150.0,4.6
4,29,20.0,150.0,6.2
5,1,15.0,310.0,4.6
5,1,16.0,310.0,5.7
5,1,17.0,280.0,3.6
5,1,18.0,290.0,4.1
5,1,19.0,270.0,5.1
5,1,20.0,300.0,4.6
5,1,21.0,300.0,3.6
5,3,6.0,110.0,1.5
5,3,14.0,90.0,2.6
5,3,15.0,320.0,5.1
5,3,16.0,110.0,1.5
5,3,17.0,140.0,2.6
5,3,22.0,350.0,1.5
5,4,3.0,310.0,3.6
5,4,5.0,330.0,3.6
5,4,7.0,310.0,3.1
5,4,8.0,330.0,4.6
5,4,9.0,320.0,5.1
5,4,10.0,310.0,3.6
5,4,11.0,320.0,4.1
5,4,14.0,330.0,2.6
5,4,15.0,320.0,3.6
5,4,16.0,350.0,3.1
5,4,18.0,320.0,3.6
5,4,19.0,320.0,3.6
5,4,20.0,330.0,6.2
5,4,21.0,330.0,5.1
5,4,22.0,320.0,6.2
5,5,1.0,310.0,3.1
5,5,3.0,300.0,1.5
5,5,4.0,320.0,2.6
5,5,5.0,320.0,2.6
5,5,6.0,310.0,1.5
5,5,9.0,280.0,1.5
5,5,10.0,290.0,1.5
5,5,11.0,290.0,1.5
5,5,15.0,310.0,4.1
5,5,17.0,340.0,5.7
5,5,18.0,320.0,4.6
5,5,19.0,340.0,4.6
5,5,21.0,320.0,3.6
5,5,22.0,320.0,4.6
5,6,23.0,270.0,1.5
5,7,22.0,130.0,2.1
5,7,23.0,140.0,3.1
5,8,23.0,180.0,2.1
5,9,14.0,280.0,1.5
5,9,18.0,130.0,3.6
5,9,21.0,180.0,2.1
5,10,20.0,170.0,4.6
5,10,22.0,180.0,3.6
5,11,16.0,200.0,1.5
5,11,22.0,190.0,1.5
5,12,1.0,130.0,2.6
5,12,2.0,310.0,1.5
5,12,9.0,290.0,1.5
5,12,12.0,320.0,1.5
5,12,15.0,320.0,1.5
5,12,16.0,350.0,2.1
5,12,17.0,330.0,3.1
5,12,21.0,330.0,4.1
5,12,22.0,340.0,3.1
5,13,15.0,100.0,1.5
5,13,21.0,130.0,3.1
5,14,20.0,130.0,2.1
5,14,23.0,150.0,1.5
5,15,13.0,270.0,1.5
5,15,23.0,160.0,2.6
5,16,20.0,190.0,4.1
5,16,22.0,170.0,4.6
5,17,1.0,160.0,4.1
5,17,3.0,150.0,3.6
5,17,4.0,140.0,3.1
5,17,7.0,160.0,4.1
5,17,14.0,120.0,2.1
5,17,15.0,190.0,3.6
5,17,17.0,190.0,3.6
5,18,18.0,130.0,3.1
5,18,21.0,150.0,2.6
5,18,23.0,150.0,3.6
5,19,3.0,150.0,3.6
5,19,9.0,130.0,3.1
5,19,10.0,120.0,1.5
5,19,12.0,70.0,1.5
5,19,13.0,140.0,3.1
5,19,18.0,140.0,5.7
5,19,19.0,140.0,3.1
5,20,1.0,130.0,3.1
5,20,2.0,120.0,3.1
5,20,3.0,130.0,2.6
5,20,4.0,140.0,2.6
5,20,5.0,150.0,3.6
5,20,11.0,280.0,2.6
5,20,16.0,190.0,2.1
5,21,1.0,320.0,2.1
5,21,4.0,310.0,2.1
5,21,8.0,320.0,1.5
5,21,13.0,280.0,1.5
5,21,14.0,310.0,2.1
5,21,16.0,340.0,3.1
5,22,14.0,140.0,2.1
5,22,15.0,120.0,3.6
5,22,16.0,140.0,4.1
5,22,17.0,90.0,2.6
5,22,18.0,90.0,3.1
5,22,19.0,150.0,2.6
5,22,21.0,140.0,3.6
5,22,22.0,120.0,3.1
5,22,23.0,140.0,2.1
5,23,8.0,140.0,1.5
5,23,14.0,330.0,2.1
5,23,20.0,340.0,3.6
5,24,1.0,320.0,3.6
5,24,3.0,320.0,3.1
5,24,13.0,310.0,3.1
5,24,14.0,320.0,4.1
5,24,16.0,340.0,3.6
5,24,20.0,320.0,4.6
5,24,22.0,330.0,3.6
5,25,8.0,280.0,1.5
5,25,20.0,170.0,3.6
5,26,1.0,130.0,2.6
5,26,4.0,150.0,2.1
5,26,5.0,160.0,1.5
5,27,11.0,220.0,2.6
5,27,14.0,230.0,2.1
5,27,16.0,210.0,1.5
5,28,8.0,90.0,1.5
5,28,11.0,150.0,5.7
5,29,13.0,270.0,1.5
5,30,17.0,20.0,1.5
5,30,21.0,130.0,2.6
5,31,4.0,110.0,1.5
5,31,18.0,340.0,1.5
